match_id,match_date,player_1_won,probability_peak_22,probability_peak_24,probability_peak_26,probability_peak_28
WdzZ3uwq,2024-07-03,0,0.6355599933,0.6311832382,0.6322795986,0.6369335423
EHa75IUa,2024-07-03,1,0.2396341868,0.2397290411,0.2402611259,0.239884311
8dEXhxyI,2024-07-03,1,0.7208816412,0.7211882977,0.7231015797,0.7262567875
ldR6xOAs,2024-07-03,1,0.5933657874,0.5882926956,0.5929870296,0.5952259505
tACuiG5U,2024-07-03,1,0.522377668,0.528305606,0.5216476683,0.5185084665
jFfG8336,2024-07-03,1,0.6301215038,0.6300596939,0.6293494749,0.6266046496
0Q1QpbBF,2024-07-04,1,0.6363378063,0.6372456719,0.6396836785,0.6461889398
CUKOfb65,2024-07-04,1,0.8263623509,0.8270500551,0.8273745018,0.8295400857
KGLIEJpA,2024-07-04,0,0.1244382575,0.1245799981,0.1241593075,0.1235897002
xI9IKiC7,2024-07-04,1,0.7378878372,0.7367944106,0.735978148,0.737847712
OfcUeF87,2024-07-04,1,0.5681536656,0.5638233436,0.5614007022,0.563031627
Qk240OQa,2024-07-04,0,0.5344887291,0.536645052,0.5309482493,0.5362063973
YmRVwMLq,2024-07-04,1,0.4117007128,0.4120352096,0.4117025133,0.4119946008
fuaeBw86,2024-07-04,0,0.7230403053,0.7221519849,0.7214510407,0.7219048953
nqXClu7b,2024-07-04,1,0.2844863835,0.2885870376,0.2874286354,0.2874489372
AX0jOegm,2024-07-04,1,0.5218286153,0.5204976311,0.5225777114,0.5208412004
Sxy0HJwe,2024-07-04,1,0.7631599269,0.7617386776,0.7625317818,0.7633795247
bcP6Ib9d,2024-07-04,0,0.2852752069,0.2890152378,0.287723865,0.2849132992
zD5NZdM8,2024-07-04,1,0.805892045,0.8051859618,0.8022848027,0.8020968003
jeCuMhAa,2024-07-04,0,0.2727749458,0.2729565367,0.2764481328,0.2774336821
2a9Cykv2,2024-07-04,0,0.6051495439,0.6041563786,0.604570231,0.6044267318
YaVKnJyB,2024-07-04,1,0.87104842,0.8710653417,0.8743513839,0.87622231
QcO18Z2n,2024-07-04,1,0.9390739416,0.9399832648,0.9402493156,0.9401349979
rJhw4PFF,2024-07-04,0,0.2503204953,0.2504249507,0.2465851847,0.2467797608
8SpSPtHM,2024-07-04,1,0.4053804668,0.4070645339,0.4061008051,0.4042821762
8GnkmevB,2024-07-05,1,0.5359710409,0.5343570209,0.5305394724,0.5333376513
SUf8gLxH,2024-07-05,1,0.5064765365,0.5112875147,0.511415625,0.5122604235
dCsNKfsQ,2024-07-05,0,0.5523839088,0.5526776795,0.5526926926,0.5508545675
tC9PVKCD,2024-07-05,0,0.3648202825,0.3612741198,0.3615578002,0.3617985992
WO2YFl6d,2024-07-05,0,0.3317705852,0.3332478112,0.3325284311,0.3341141412
8bsbZmSP,2024-07-05,0,0.1299404267,0.1327545787,0.1318856044,0.1313145742
nF9PcHHk,2024-07-05,1,0.4704542627,0.4701275933,0.4687884233,0.4705621437
IX2Es0f4,2024-07-05,0,0.3805709432,0.381184166,0.3841727891,0.382944902
WdtUBUIM,2024-07-06,0,0.2799180925,0.2798905822,0.2805300351,0.2754764295
dtBHiz2e,2024-07-06,1,0.6545250728,0.6566098934,0.6548810722,0.6544870151
I9luzuT0,2024-07-06,1,0.434307511,0.4338022378,0.4355649387,0.4344500365
vkvwlgdC,2024-07-06,0,0.4141120711,0.4112370779,0.4125795331,0.4173534748
Yq5BO72S,2024-07-06,0,0.898595001,0.9007288627,0.9008872749,0.9008634725
2PMTnNqf,2024-07-06,0,0.6255444985,0.6268737629,0.6257160749,0.6258235455
2qegZlc4,2024-07-06,1,0.5893541468,0.589371445,0.590598901,0.5878585746
vm5Bj474,2024-07-06,1,0.8494450593,0.848467476,0.8513817046,0.8522763807
vXlCO5VG,2024-07-07,0,0.4700978697,0.4684872888,0.4680501685,0.4721399134
YHQFuqlI,2024-07-07,1,0.1925793736,0.1952551928,0.1952993517,0.194425701
WGtAri36,2024-07-07,1,0.2285087977,0.2310509239,0.2310964354,0.2317565661
Ctqm8iFL,2024-07-08,1,0.7658119376,0.7660111694,0.7638162403,0.7648684596
drCzYkcB,2024-07-08,1,0.6336609615,0.6299332968,0.6312554883,0.6301369851
zBUewoZj,2024-07-08,0,0.4010413995,0.4010767584,0.4014289054,0.3967264926
fa9n7QnI,2024-07-08,0,0.6622873923,0.661447398,0.6617512266,0.6610999948
65BScME4,2024-07-09,0,0.2514793072,0.2530079234,0.253093096,0.2513246309
xxGFEmvh,2024-07-09,1,0.4567360373,0.4530630744,0.4544919909,0.4565201695
GhbcosW0,2024-07-10,0,0.6184230015,0.6189931322,0.6181144957,0.6215077142
nusbObvI,2024-07-10,1,0.7413399355,0.7405537833,0.7443895856,0.7451574463
WA9sqwet,2024-07-11,0,0.5223712032,0.5225021577,0.5219386297,0.5220503561
KIG4DzP0,2024-07-11,1,0.1882832036,0.1888011781,0.1862554283,0.186664315
raYZ8ZVo,2024-07-13,0,0.9092372341,0.8907187481,0.8936715,0.8959988623
zVdphpzP,2024-07-13,1,0.4043649584,0.3994188206,0.3782014769,0.3801325673
jsXgCmLt,2024-07-13,0,0.4667446617,0.4600205656,0.4547120684,0.4418249192
CjCKcl6m,2024-07-13,0,0.4848134784,0.4786360829,0.4517500709,0.4441243382
GlIJ6qkI,2024-07-13,0,0.3050029759,0.2910963506,0.2350671796,0.2238623357
Y50TeSz0,2024-07-13,1,0.6866078564,0.7142492878,0.7402263936,0.7577471193
tW3yf65C,2024-07-13,0,0.7730536188,0.7868835506,0.7979750174,0.8118720643
GCWs7D0b,2024-07-13,1,0.3330768944,0.3295413351,0.3405891298,0.339317069
CxiM3eif,2024-07-13,1,0.4442470378,0.4438540306,0.4443948927,0.4436727989
fZTA85K5,2024-07-13,0,0.3236820142,0.2883323712,0.2881552657,0.2888871616
2qNnmbhS,2024-07-13,1,0.5565308944,0.5267533815,0.534704002,0.5372248823
8pS0fFae,2024-07-13,1,0.6677580939,0.6840398551,0.6274815632,0.6304745137
tzrM1c7L,2024-07-13,0,0.6695983135,0.6935140815,0.7017889009,0.7079420386
n9Q2ARkg,2024-07-13,0,0.319138186,0.2767486522,0.2754220313,0.2736488793
tbQ8hgU7,2024-07-13,1,0.7024010125,0.7013791828,0.7012322595,0.7040384773
6HTwkKNF,2024-07-13,1,0.4701326332,0.4710847604,0.4744350049,0.4642712365
CIYidyVr,2024-07-13,1,0.6423601256,0.6386244322,0.6435522354,0.6268780316
bF8IsxGk,2024-07-13,0,0.4430672435,0.447642608,0.4582871315,0.4751437898
K0VVjtg3,2024-07-13,0,0.3361594022,0.3270574976,0.3159802842,0.2892592199
WvkyVbWq,2024-07-13,1,0.7556074671,0.7588437509,0.7597361788,0.7528094996
v5hqTx1d,2024-07-13,1,0.4612316569,0.3777970972,0.3728171873,0.3562762354
zFftFP44,2024-07-13,0,0.4597065091,0.5095482873,0.4760301076,0.3832199421
fs2RuGp2,2024-07-13,0,0.1986105016,0.1994804708,0.2009057905,0.1758344014
bBSiK5eL,2024-07-14,0,0.2759892287,0.2965240183,0.2610632529,0.2701969915
I3ikEdr3,2024-07-14,0,0.6690971372,0.6671052323,0.6580255697,0.6571337796
zsLvauek,2024-07-14,0,0.3710839278,0.3495458387,0.3512944686,0.3530215894
2LEb0N5L,2024-07-14,1,0.6329544552,0.6424283536,0.6509331802,0.6449476658
lAjmYSc2,2024-07-14,0,0.4246795982,0.4728057829,0.4573542935,0.4465745441
tzpUeSen,2024-07-14,1,0.2866090168,0.2770041407,0.2708085364,0.2684801138
2XWsU7r9,2024-07-14,1,0.4580992241,0.4624095736,0.4640513163,0.4413263866
4t3KWzve,2024-07-14,1,0.5078049745,0.4899583238,0.4921306065,0.4914888958
YeBpfVyJ,2024-07-14,0,0.4347098055,0.4352242872,0.4385462715,0.435395653
8p673FmR,2024-07-15,0,0.641525434,0.6502755617,0.63594356,0.6375983551
jqYeoGRr,2024-07-15,0,0.5286434626,0.5294917653,0.5281604702,0.5360211858
px46b6kf,2024-07-15,1,0.6844491339,0.7072584187,0.7151928116,0.721749721
YgEdkPSG,2024-07-15,1,0.7495593298,0.7607835859,0.7792111139,0.7867338988
xt8MWGCk,2024-07-15,0,0.4511810755,0.4674535054,0.4666865963,0.466744003
QZm50SKs,2024-07-15,0,0.1772315936,0.1747903954,0.1746662505,0.1678355018
h27EdpK6,2024-07-15,1,0.6985773244,0.6751774187,0.6812292811,0.6869881431
04xdtRCr,2024-07-15,1,0.4635261479,0.4505009052,0.4515827441,0.4571224825
W0xwpDdf,2024-07-15,0,0.5561477856,0.5578758734,0.5653332674,0.567034746
YRiPjx4L,2024-07-15,1,0.4128881846,0.4121798551,0.4106602271,0.4099404592
dWV4v5se,2024-07-15,1,0.8270615275,0.8187760906,0.8192573938,0.8303636874
4dZCxqC7,2024-07-15,0,0.1758042307,0.1782581606,0.1795628348,0.1764611626
jNKnw5qA,2024-07-15,1,0.6745231324,0.6726915385,0.6474040145,0.65057567
EHeNfOlJ,2024-07-16,1,0.6232650767,0.6180035397,0.6028828295,0.6198855439
buUuD54m,2024-07-16,1,0.4719326433,0.4671709016,0.4753015178,0.4800109658
nVHb5yJE,2024-07-16,1,0.4396622014,0.4538903446,0.4527785507,0.4418309375
Q1lHhbZ8,2024-07-16,0,0.2849981958,0.2835069055,0.2834511067,0.2832100536
OdW3qfde,2024-07-16,1,0.8957048771,0.8961096921,0.8861400361,0.8873051309
tOm9IRtQ,2024-07-16,1,0.3668375582,0.3523026527,0.3503657794,0.3477387311
p6BUUfs2,2024-07-16,1,0.590350978,0.602909019,0.6033181093,0.6050443193
ABXKKdTr,2024-07-16,1,0.5672278595,0.5681822351,0.5790207784,0.5775567432
QNFBTiCD,2024-07-16,1,0.7442301915,0.7461754327,0.7482707078,0.7508458597
KOPCsYQ7,2024-07-16,0,0.5805739722,0.588672855,0.5902761775,0.571794318
E3UyHES7,2024-07-16,1,0.5025981481,0.5024308506,0.5033744167,0.5042293858
phCa0n4E,2024-07-16,1,0.7427361375,0.7389819633,0.7354052134,0.7354559824
v3cbie4K,2024-07-16,1,0.4731477702,0.4741225528,0.4728160327,0.4732288169
IcC3VDs1,2024-07-16,0,0.3251514929,0.3358496806,0.3341324287,0.3328765812
drOfXZCl,2024-07-16,1,0.8444871696,0.844175727,0.8440832016,0.844480289
6cHNvIKE,2024-07-16,1,0.2929552609,0.3047687971,0.3061396426,0.3031887142
IyyTIzbe,2024-07-16,1,0.5523808043,0.5541476517,0.5639747765,0.5649999816
QaXOxdkR,2024-07-16,0,0.4333905301,0.4409839444,0.4377473329,0.431071089
YH880SFd,2024-07-17,0,0.5076921779,0.5126520498,0.5088491198,0.5061908954
hhMvFv5N,2024-07-17,1,0.7171730516,0.7150740219,0.7295167493,0.734387036
IkInADCd,2024-07-17,1,0.5542933118,0.55556501,0.546551699,0.5502567757
zZrUoZRs,2024-07-17,1,0.6039202657,0.605690628,0.6066252068,0.6072055925
hY3BHd2m,2024-07-17,1,0.4057442491,0.409227369,0.4075033179,0.3998324012
dMbNZWIc,2024-07-17,0,0.310700719,0.3109943484,0.307433078,0.3087076579
IkS4nA23,2024-07-17,1,0.6036983004,0.6021697615,0.6059527547,0.595967615
vuFqzXGq,2024-07-17,0,0.122269289,0.1217821764,0.1199158845,0.1154777999
fiDslre5,2024-07-17,1,0.378007985,0.3766264982,0.3800124706,0.3791529966
rDFwcISq,2024-07-18,0,0.606098478,0.5975855882,0.5982950439,0.5963286238
zZxTUI04,2024-07-18,0,0.5170201747,0.5241526309,0.5198316923,0.5119629189
hn1fH72N,2024-07-18,1,0.854316462,0.8547892079,0.8561520705,0.8557096543
6qtSSk9j,2024-07-18,0,0.6635904572,0.6673445492,0.6686278246,0.6784430261
AuoDeDwp,2024-07-18,0,0.5870777109,0.5703062283,0.5680836621,0.5696136743
OtAoloN8,2024-07-18,1,0.4333538103,0.431000584,0.4228190795,0.4219069648
AFDHQNGN,2024-07-18,0,0.4892091463,0.4864755641,0.4912464948,0.4867194511
fDlI0LvB,2024-07-18,1,0.7813526426,0.7774371085,0.7773564249,0.7771926608
IaN8XfkS,2024-07-19,0,0.4319116086,0.4346799956,0.4414991033,0.4392319193
0d4KQSDc,2024-07-19,0,0.6330963149,0.6298722323,0.6327384907,0.6331576342
WQy1rmJb,2024-07-19,1,0.6689566076,0.6701598026,0.6680219287,0.6716744396
ULieljFN,2024-07-19,1,0.815602691,0.8137658577,0.8173583113,0.8157533488
fkEWB0Ll,2024-07-19,0,0.5009952599,0.4973266708,0.4995517113,0.5035870277
4GZfEkh5,2024-07-19,1,0.7175510984,0.7094984981,0.7120930487,0.7121930945
SWalnNS9,2024-07-19,1,0.7738946398,0.7731359878,0.7702167504,0.7676028604
426CYNx2,2024-07-19,0,0.225738236,0.2258106298,0.2280345952,0.2206346055
hze4dwn9,2024-07-20,1,0.4954838356,0.5089817836,0.5056394601,0.5047314183
l2lDfHGL,2024-07-20,0,0.4022467908,0.3884694491,0.3928467326,0.3942889516
vTbTfQA4,2024-07-20,1,0.3239272613,0.3269467145,0.3247018288,0.3138916551
x6JxHASa,2024-07-20,0,0.3692493738,0.3847578254,0.4358618884,0.4567730805
0t8IYZg2,2024-07-20,1,0.654138243,0.649902621,0.6450452474,0.6282352096
4hLUIWcm,2024-07-20,1,0.6672620179,0.6878873273,0.7008669379,0.7210370223
pCt4XVCt,2024-07-20,0,0.2914918205,0.2685538681,0.2544249463,0.2369347455
tbGgDSRO,2024-07-20,1,0.6017865178,0.6180275757,0.5741564854,0.4797432654
6sF9zdPk,2024-07-20,0,0.6488089604,0.6315979698,0.6294126769,0.6332053142
Kpuqkevq,2024-07-20,0,0.3437995617,0.46348082,0.4646326914,0.4439395792
jkee4Xrf,2024-07-20,0,0.2837591002,0.2684771868,0.255533255,0.2373733674
hKjtZrlo,2024-07-20,0,0.4238873054,0.4210129032,0.4214463682,0.4177540697
KUnC0krJ,2024-07-20,0,0.3842322372,0.3844533177,0.419537859,0.4103921734
fT0Gpek1,2024-07-20,0,0.521131382,0.5215691083,0.5216176128,0.5243842313
WvDMqqpT,2024-07-20,1,0.3193393861,0.3122504567,0.308810517,0.3018086807
bFb32BD6,2024-07-20,1,0.6840997904,0.6821402017,0.6793453334,0.6839386738
0GvTj0id,2024-07-20,1,0.5561342859,0.5559600809,0.5667904708,0.5447231829
0rmxg4uH,2024-07-20,1,0.7266089255,0.7353437336,0.7442755397,0.7478587476
WSvCV9sg,2024-07-20,1,0.9075133495,0.9121246811,0.9211752831,0.9233964365
lGqm04U9,2024-07-20,1,0.4152401406,0.5410156419,0.5379197231,0.5259911793
W2eLdnth,2024-07-20,0,0.3653261365,0.3652159208,0.3628911234,0.2729562634
ERtaoDw8,2024-07-20,0,0.2836997965,0.2810505785,0.3203219623,0.3146641827
nyubOhzQ,2024-07-20,0,0.1361233665,0.1396883896,0.1439698433,0.153179086
f1ESaSxB,2024-07-20,1,0.6996689696,0.6934162155,0.6955582136,0.6936019907
dl5Av5QN,2024-07-20,1,0.4762102739,0.4774783284,0.4790437565,0.4718223865
zoe3hDS0,2024-07-20,0,0.3610394877,0.3753997625,0.3772309304,0.3769661768
EwPuTby1,2024-07-20,1,0.7497150692,0.750210772,0.7501060361,0.7486175426
2i5xuKnn,2024-07-20,0,0.4643633849,0.4665210766,0.4693164836,0.4601691036
ALY1U6uI,2024-07-21,1,0.7976014433,0.8022733811,0.801488658,0.7989318109
OxhbvR1D,2024-07-21,1,0.677879455,0.6761298035,0.6729806853,0.6681597888
SWZPhQG6,2024-07-21,1,0.5807429641,0.5701634311,0.5681532577,0.5751410319
OzkKpiTi,2024-07-21,0,0.6164035411,0.6161327174,0.6143453618,0.615933423
8dxrzF53,2024-07-21,1,0.4721006653,0.4734152288,0.4630918028,0.4674945928
SAbktmX0,2024-07-21,1,0.4351151396,0.4387905238,0.4379382003,0.4389122279
nN9mLWxo,2024-07-21,1,0.6117306045,0.6057529013,0.6079158187,0.5858833704
dUdYMmyo,2024-07-21,1,0.3612251988,0.3620913695,0.3609717557,0.3549672236
Iu3x5FFa,2024-07-21,1,0.6809146431,0.6798137258,0.6894285407,0.6927182038
GzV2Lz0t,2024-07-21,0,0.4092815652,0.4052097517,0.4140990748,0.426475907
G0zxaBOr,2024-07-21,0,0.5144094727,0.5396020946,0.5580925168,0.5167252849
tde1UVrB,2024-07-21,0,0.1297369818,0.1199714285,0.1118325975,0.1027127765
YkYZDAbU,2024-07-21,0,0.1608941523,0.1889514574,0.1932402533,0.187426185
pn3uO9vS,2024-07-21,0,0.5523507205,0.5465209116,0.5459380179,0.5517378769
hGtys9SG,2024-07-21,0,0.3784466342,0.3763147498,0.3763228619,0.36734655
E9g9S9DN,2024-07-21,0,0.4393957228,0.4420716543,0.4392072724,0.4372089401
OWEWPV9F,2024-07-21,1,0.7348334119,0.7349446626,0.7364045653,0.7374895477
tIltneAD,2024-07-21,1,0.4144969296,0.3960524479,0.3844766637,0.3800978549
2NZ5vVO8,2024-07-21,1,0.7843622605,0.7679143032,0.767159691,0.7775980247
bkTEx9gL,2024-07-21,1,0.6011507497,0.6047950209,0.6175486463,0.6184782847
jm8gVQoe,2024-07-21,0,0.3879753167,0.3793361834,0.386456759,0.3849936907
UHRAp7pT,2024-07-21,1,0.6888690459,0.6899188841,0.6899180541,0.6858808578
UXJpXnHr,2024-07-21,1,0.3776705043,0.3807834744,0.3870539183,0.3859920384
hClli88E,2024-07-21,1,0.9198383279,0.919962801,0.9204692375,0.9200182334
ATnKGRW1,2024-07-22,1,0.7041350064,0.6946526898,0.6981857517,0.6991005108
GUgBIm2k,2024-07-22,0,0.6332866947,0.6339758716,0.6391124949,0.6389738272
MefMEoSs,2024-07-22,0,0.2639894446,0.2501227754,0.247769969,0.2466614278
x461T4G7,2024-07-22,0,0.3572785655,0.3533631031,0.3528478273,0.3512434727
GxdxB3R6,2024-07-22,1,0.5043974073,0.5042048234,0.4992710084,0.5117068046
z5L3d4CD,2024-07-22,1,0.7628748309,0.7626796638,0.7648530945,0.7655521638
Y9zB1HAE,2024-07-22,1,0.6311282324,0.6363443808,0.6319635161,0.629733395
2iNebQs1,2024-07-22,0,0.2092888984,0.2090037437,0.2088773499,0.2112520643
8lx0Aogn,2024-07-22,0,0.3005308984,0.2994538926,0.3031383784,0.3018606895
8GGWwEI7,2024-07-22,0,0.4614885272,0.4568003903,0.4539585163,0.4534647368
rBrVCPdf,2024-07-22,1,0.4080533386,0.4006516303,0.4143518414,0.4331789713
jD3jK74K,2024-07-22,0,0.7048865655,0.7157805741,0.7407365574,0.7679072935
v92rq9fm,2024-07-22,1,0.3474710642,0.346057515,0.3498991258,0.354038402
z3IOuzle,2024-07-22,1,0.3337885952,0.3359607628,0.3359937836,0.3345859825
xAwH58kR,2024-07-22,0,0.7021896983,0.7050122656,0.7077025598,0.7099790207
nFZqumcT,2024-07-22,0,0.5208705938,0.5444021662,0.5546516589,0.563484405
8hUn0nDl,2024-07-22,1,0.7620332956,0.7629405316,0.7582123675,0.7588180813
pjwTrVc4,2024-07-22,1,0.6323830094,0.6325583039,0.6315152162,0.6376596649
0OjismPa,2024-07-22,0,0.3029042031,0.3078547811,0.3089073312,0.3056665039
C4ko9sdJ,2024-07-22,0,0.3354542132,0.3294371486,0.326498497,0.3236581447
fFumFe1B,2024-07-23,1,0.5472267676,0.5466263702,0.5394714718,0.542020543
4WTNUt05,2024-07-23,1,0.5174792432,0.5127201646,0.51692845,0.5180070413
IuF65QWg,2024-07-23,1,0.6008333579,0.6001364312,0.5926831071,0.5927176276
zB2XuuwA,2024-07-23,0,0.3567965074,0.3549421211,0.3630495612,0.3538472433
dK3vZ9Ek,2024-07-23,0,0.2696171044,0.26965634,0.2700796073,0.2641230204
hj7rSfc6,2024-07-23,0,0.1724093499,0.1723077138,0.1784104633,0.1829570554
88GCtUDE,2024-07-23,1,0.5913648816,0.5959180321,0.5981312137,0.5999341618
Eifa7Nbl,2024-07-23,1,0.5694757157,0.5677122245,0.5691093442,0.5701912154
nFcFotfd,2024-07-23,1,0.4561049918,0.4550467378,0.4560499726,0.4591749318
lQOg0zS1,2024-07-23,0,0.3692684982,0.3685866089,0.3706371081,0.3801853063
KISKG2Y8,2024-07-23,1,0.8472690967,0.8465467862,0.8457109131,0.8461366407
WUNP68sQ,2024-07-23,1,0.1066546468,0.1034739197,0.1054461448,0.1066820261
tGXREmkg,2024-07-23,0,0.3824433793,0.3762368236,0.3839159845,0.3915268644
2uag6mfT,2024-07-23,0,0.4535810306,0.4564339711,0.4529568049,0.4588962297
xlEskkKU,2024-07-23,1,0.7258958301,0.7208685719,0.7222846279,0.7205485891
MHJZLFEN,2024-07-24,1,0.9120442595,0.9119882581,0.9113601372,0.9110983657
8OQI9gOi,2024-07-24,1,0.4119949975,0.4131331493,0.4129316891,0.4134229214
jgo6WeE7,2024-07-24,1,0.5985443932,0.6028659806,0.6031839924,0.5978688199
YemhvcUi,2024-07-24,1,0.5326166899,0.5331970756,0.5336000967,0.5317688551
t8VL7Tbs,2024-07-24,1,0.5429159927,0.5418099469,0.5426017405,0.5402916664
nicYkTPQ,2024-07-24,0,0.766155994,0.7680508028,0.7616200053,0.7568307746
v7w5A9P0,2024-07-24,1,0.8047236564,0.8042834686,0.8046898501,0.8026261743
bu2qbFgK,2024-07-25,1,0.5341366539,0.5328925977,0.5310025732,0.527475127
OxW246IU,2024-07-25,1,0.7291730057,0.7245026727,0.7232266448,0.7218589393
UoFTgHcM,2024-07-25,0,0.6384021341,0.6389304224,0.6390509659,0.639630115
vZqP2I05,2024-07-25,1,0.6997502088,0.7002841102,0.699377795,0.700013175
zyC0e3je,2024-07-26,1,0.4986817514,0.4985025744,0.4990166407,0.4923559659
UD31cWs9,2024-07-27,0,0.2565825369,0.2570336081,0.2564823281,0.2561683003
lK5YgcyH,2024-07-27,1,0.9365876028,0.9387967587,0.9386498092,0.9385497675
OCAwvloe,2024-07-27,0,0.5644600068,0.5622164432,0.5609129648,0.5563551861
KrbJpF76,2024-07-27,1,0.5165523804,0.5007887957,0.5011163667,0.5159952675
j362lc8s,2024-07-27,1,0.6559185103,0.6708303783,0.6700384078,0.6700174932
0GYiaEMa,2024-07-27,1,0.5429729422,0.5681117491,0.5691133548,0.5682753088
8IgD6dUP,2024-07-27,0,0.4917879026,0.4932997028,0.5047711584,0.5075135038
6Dy0chiC,2024-07-27,0,0.5853298063,0.5830797084,0.5808437308,0.5806682098
4luq1zhm,2024-07-27,0,0.410540731,0.3946395496,0.4275218131,0.4238520434
hABQrgxJ,2024-07-27,0,0.4099616129,0.4115624379,0.3906620581,0.3963534818
hYLVZypo,2024-07-27,0,0.7294964406,0.7295681276,0.7297853526,0.7389516775
bT9Anywf,2024-07-27,1,0.409224017,0.4073845886,0.4043927077,0.3924634953
KvEHcuxh,2024-07-28,1,0.6309603126,0.6310199281,0.6351597306,0.6347712155
ADI6ubMN,2024-07-28,0,0.7125170922,0.7051157,0.7063331898,0.7057626678
Cvf0YO8t,2024-07-28,0,0.3591193801,0.3588995958,0.3585608214,0.3647008736
MomePoWP,2024-07-28,0,0.4612793735,0.473213283,0.4708127525,0.4704413833
fcrO6exK,2024-07-28,1,0.6833345726,0.6916711874,0.6908745019,0.6891273781
fwdmlS4e,2024-07-28,1,0.4950913674,0.49801267,0.5065686902,0.5072876661
thN6ykLk,2024-07-28,1,0.5822738063,0.582332201,0.5763762668,0.5777847818
vRVj8mdR,2024-07-28,1,0.7595867261,0.765706524,0.7707514907,0.7774888981
M9VsGsgC,2024-07-28,0,0.6637111484,0.664492835,0.6544919338,0.6546445882
86m9W2wg,2024-07-28,0,0.2404524121,0.2475449527,0.246978565,0.2476339369
xnuQSKxI,2024-07-28,0,0.2453969188,0.2453154819,0.2445660993,0.2435762981
2Jk9ZkRq,2024-07-28,0,0.1737083438,0.1733916074,0.1733649757,0.1725481237
UeAV05l1,2024-07-28,1,0.3704381823,0.3710982932,0.3702732875,0.361152559
tKoHUt85,2024-07-28,0,0.6237499809,0.613137497,0.6147147738,0.6233768069
UgcXQb7U,2024-07-28,1,0.8557490479,0.8559965049,0.8556197899,0.8555585801
tf2QeJ64,2024-07-28,0,0.3928955074,0.3936018609,0.3936001089,0.3990759726
UR6GYfvn,2024-07-28,0,0.2233380576,0.228691473,0.2280890318,0.2273252006
EiQrIUMH,2024-07-28,1,0.6600948152,0.6727805602,0.6705712188,0.6712517136
tCcPO8nf,2024-07-28,0,0.2428271168,0.2356777326,0.2365040718,0.2446626789
raxrA9RE,2024-07-28,1,0.2442968001,0.2438334899,0.2443604311,0.2447466134
xv79eACL,2024-07-28,0,0.4114809396,0.4124079847,0.4128971898,0.4183301276
E5LEZSk2,2024-07-28,0,0.583379463,0.5864109836,0.5853161746,0.5758050586
4UQvMlFi,2024-07-28,0,0.4170608307,0.4219640714,0.424441067,0.4253956521
8MDkqGv0,2024-07-28,0,0.4912241129,0.4797398999,0.4790650416,0.4786019649
MBrtjlzq,2024-07-28,1,0.64435583,0.6360240336,0.6358261236,0.6376042659
j5kdn6Z7,2024-07-28,0,0.5100185974,0.5105985699,0.5104014063,0.5149692552
x0KbsKiB,2024-07-28,0,0.3006541469,0.298012046,0.2899853654,0.2882541958
EqSZH3Oa,2024-07-28,1,0.3619571033,0.3750522249,0.3728951724,0.3720195492
Y7Nso2hn,2024-07-28,1,0.8251121029,0.8345870716,0.838014689,0.8007890794
8tMM2RJl,2024-07-28,0,0.4816619198,0.4810496172,0.4815303547,0.4820119404
rPJjELNO,2024-07-28,0,0.1306384004,0.1302516435,0.1304356467,0.1306972044
CvfPnEdC,2024-07-28,0,0.4693304953,0.469932882,0.462367526,0.4626798478
bBATLHat,2024-07-29,1,0.3141933277,0.3183088125,0.3170371982,0.3178064162
bwqbKDfn,2024-07-29,1,0.9543861019,0.9557971496,0.9558739706,0.9554216628
f5x7IiPb,2024-07-29,0,0.2362990007,0.2359968423,0.2362401374,0.2364503157
hWvXAi46,2024-07-29,0,0.3191050789,0.3245197091,0.3242604405,0.3229826456
pUTfOtIP,2024-07-29,0,0.5319675672,0.5340420401,0.5357321599,0.5367357865
vBe31E6c,2024-07-29,0,0.2560507178,0.2562768986,0.256962336,0.2609561147
z5DMhpOP,2024-07-29,0,0.1907194151,0.1913680251,0.1919657811,0.1911425443
Sj2pIZb5,2024-07-29,1,0.4430184654,0.4426254604,0.4393362794,0.4409806904
SYjRd5wJ,2024-07-29,0,0.7137519238,0.7157899813,0.7159499444,0.7150123146
M9FKjXBL,2024-07-29,0,0.3529266034,0.3541010254,0.3542829319,0.3541459738
f7DppSgD,2024-07-29,0,0.1083007107,0.1083925582,0.1107933151,0.1106880046
CI0KRPxg,2024-07-29,1,0.5124034844,0.5209180188,0.5128275576,0.5145823319
zw7oyXAr,2024-07-29,1,0.7660634407,0.7722065876,0.7708475112,0.773765523
j1RG0SUN,2024-07-29,1,0.7945977189,0.7945049055,0.7887786064,0.7880153734
QJeUBj1D,2024-07-29,0,0.2201999833,0.2202377591,0.2199724389,0.2198337337
CKyOhOU8,2024-07-29,1,0.6577233196,0.6587579464,0.6604310399,0.6613949267
YyXrVKx2,2024-07-29,0,0.5661605566,0.566516995,0.5529465617,0.5507473049
0OYzXt8k,2024-07-29,1,0.3410149485,0.340256004,0.3395356893,0.340494101
xfkXzftJ,2024-07-29,0,0.5661754886,0.5637528483,0.5637246843,0.5631786345
tvh4x3pS,2024-07-29,0,0.5067903546,0.5057441761,0.5065079508,0.5052083229
Cb0mtoo3,2024-07-29,0,0.3124551908,0.3123321211,0.3129261765,0.3130924129
ncCSJKXo,2024-07-29,0,0.4787826188,0.4697386526,0.4706582891,0.4685050563
