match_id,match_date,player_1_won,probability_peak_22,probability_peak_24,probability_peak_26,probability_peak_28
Sp5Hobqn,2025-02-23,0,0.6716489805,0.6779597532,0.6815348511,0.6849628774
2o0txoCk,2025-02-23,0,0.2198790918,0.1982049768,0.1919965294,0.1968884239
6oyqZlml,2025-02-23,1,0.7413663486,0.7423355971,0.7433262436,0.7434442926
djj9jBJE,2025-02-23,1,0.5814939296,0.5849288792,0.5856792211,0.5759326216
bZKQp14j,2025-02-23,0,0.4889771364,0.4891404685,0.4889564591,0.4884967942
hAD5ZDMt,2025-02-24,1,0.4272888399,0.420563097,0.4182714183,0.4176262065
xOt4uoBD,2025-02-24,1,0.6595507578,0.6618207628,0.6596202479,0.663212325
CxwXKE7m,2025-02-24,0,0.1599590225,0.1482227359,0.1390615349,0.129109618
GhrGn2It,2025-02-24,1,0.8686351655,0.8667429357,0.8666527731,0.8660725151
Mk5MVVL5,2025-02-24,0,0.5914789017,0.5918164747,0.5912632781,0.58920841
bFt8Z43c,2025-02-24,1,0.5094228503,0.5161422638,0.5159634548,0.5105910427
lx7EXiig,2025-02-24,1,0.5879866479,0.5813634042,0.5811878142,0.5873616865
0xS3oJsB,2025-02-24,0,0.5439642771,0.5432125764,0.5433106761,0.5437820479
2wWcHNmT,2025-02-24,1,0.6483071366,0.6604561797,0.6619551319,0.6629956422
xpOdFAyP,2025-02-25,1,0.5007285703,0.4982938288,0.4989042934,0.4920246358
GUZmHW6C,2025-02-25,0,0.7727184712,0.7645874455,0.75253732,0.7433613718
6o5dhUMb,2025-02-25,0,0.4944399214,0.5178486169,0.5191853267,0.5056066048
fBwpqQqo,2025-02-25,1,0.4571182552,0.4566890217,0.4560494761,0.4648925738
YoIc6Fhf,2025-02-25,1,0.8638174646,0.8636366954,0.8638105145,0.8639257081
29tOptmg,2025-02-25,0,0.3772321643,0.3741991528,0.3703438325,0.3691864578
x0bHlklR,2025-02-25,0,0.7598181864,0.7642533745,0.7637357024,0.7643638641
Aw2DlnMN,2025-02-25,0,0.4048132803,0.4109233661,0.4096344083,0.4006929007
UPXkJqJG,2025-02-25,1,0.5892043291,0.5836266377,0.5846728726,0.5846112952
f1664gN6,2025-02-25,1,0.3418302653,0.3372939898,0.3432697109,0.3423874754
YVqmqTBl,2025-02-25,0,0.5623395828,0.5619983655,0.5630224969,0.560633039
W8lMB1Bj,2025-02-25,1,0.5475221739,0.5460367267,0.5412443814,0.5419906904
08QV6Tyh,2025-02-25,1,0.5664803026,0.5681890161,0.5721530152,0.5812976837
KUUGXrY9,2025-02-25,1,0.4022847593,0.4078596556,0.4066749021,0.4076260591
2Db5j8iB,2025-02-25,0,0.1945076699,0.192438936,0.1907880754,0.1881754114
G6i1QzpQ,2025-02-25,1,0.5081201282,0.5093636623,0.5092808669,0.5089885659
ARFDmGxJ,2025-02-25,1,0.496938028,0.4984117516,0.4923239425,0.500174102
2R9E2XiJ,2025-02-25,1,0.5192284688,0.5104383277,0.5166222754,0.516738371
C2SeSDsT,2025-02-26,0,0.3968461359,0.3949808165,0.3955111142,0.3922170872
82JggO24,2025-02-26,1,0.599062548,0.5991784057,0.6040916725,0.600384866
hvg6AR9j,2025-02-26,1,0.8526660695,0.8537223969,0.8538443361,0.85542
Y3kcLEmS,2025-02-26,0,0.4739781091,0.4690469594,0.4760178019,0.4758006229
AwCECmh5,2025-02-26,1,0.3928847076,0.3938405503,0.3936383943,0.3915676937
2HOIqTnT,2025-02-26,0,0.3905769891,0.3922001081,0.3914036851,0.3893634402
zRr8a2O8,2025-02-26,0,0.5743528823,0.5766054006,0.5768830682,0.578158728
pIRgeLUb,2025-02-26,0,0.5571619092,0.5532492083,0.5538888582,0.5568169062
zmWtKmDc,2025-02-26,0,0.1839891909,0.1829307475,0.1833928748,0.1836603511
Wv9tikqB,2025-02-27,1,0.3014672263,0.3024499778,0.303889612,0.3048915219
M3fOWQd3,2025-02-27,0,0.4868851374,0.4879094594,0.4918163195,0.4872472762
U51HVPaC,2025-02-27,1,0.6786033506,0.680025118,0.684087319,0.6780652217
lpatRn7b,2025-02-27,1,0.4298998765,0.4299467291,0.4305427551,0.4314425536
6ZIdibwf,2025-02-27,0,0.5495010541,0.544157075,0.5462535449,0.5465460927
Ug7lPQyB,2025-02-27,1,0.4695596408,0.4689041057,0.4623416413,0.4690955763
pnR2ekI6,2025-02-27,1,0.7559155232,0.762056173,0.7625838495,0.7627380462
bJOYFfY0,2025-02-28,0,0.3750905049,0.3764787006,0.3743287695,0.3819462963
4MpX99gc,2025-02-28,1,0.8258757858,0.825223703,0.8254019038,0.8229156721
betnPbBE,2025-02-28,0,0.4764025264,0.4683633605,0.4683537391,0.4667906723
WlI0A0GD,2025-02-28,1,0.2806558856,0.2791958048,0.2874545224,0.2842458964
pIReUFOq,2025-02-28,1,0.7290604326,0.7289996438,0.729030347,0.729442762
YVT8CVup,2025-02-28,1,0.6337826397,0.6340578831,0.6371891008,0.6383535684
0CdbuB1C,2025-02-28,0,0.174299356,0.1739798252,0.1738896064,0.1709736393
dUbPwTet,2025-02-28,1,0.5478714004,0.5459416468,0.5463749064,0.5456377614
xQFsgqMF,2025-03-01,1,0.8270549019,0.8262671238,0.8251532434,0.8256290241
8CWdDlPr,2025-03-01,0,0.3442832615,0.344599992,0.3427258937,0.3451039844
Kvr1VhAm,2025-03-01,1,0.6155402943,0.6158974266,0.6159542591,0.6160333458
l8aWdTv2,2025-03-01,1,0.3913324371,0.3913842436,0.3981525881,0.3950483136
WtWdVAas,2025-03-02,1,0.7370560518,0.7369516149,0.7345938022,0.7340269148
0GUMg00k,2025-03-02,1,0.8204865956,0.8235487678,0.8198818136,0.8209664209
6FnyjcrH,2025-03-03,0,0.5706824221,0.570445319,0.5622081943,0.5644410725
hWhEclpQ,2025-03-03,0,0.1387673486,0.127454482,0.1190063209,0.1096703864
prmhj6x0,2025-03-03,1,0.8531515818,0.8645886526,0.8730186637,0.8858840725
CzGRZphJ,2025-03-03,1,0.5194341759,0.5260837832,0.52703196,0.5282029042
vPIhjRgc,2025-03-03,0,0.2686989107,0.2743626233,0.2739537704,0.2743620334
rL71Cjfe,2025-03-03,1,0.8590750067,0.8702858178,0.8788888294,0.8896368705
nkM0l5O9,2025-03-03,0,0.505095807,0.5046258623,0.5024272911,0.5111380632
Ugwudz4T,2025-03-04,0,0.7023443109,0.7038227675,0.7042353814,0.7056558077
zk1bojme,2025-03-04,0,0.666369624,0.6737518267,0.665389417,0.6655842989
EXFrhGM0,2025-03-04,0,0.5088424166,0.50463544,0.4545224583,0.463049679
noEjjfiD,2025-03-04,0,0.7434260129,0.7069437686,0.7190969411,0.729023274
pvBzKAgK,2025-03-04,1,0.4357018252,0.4333430076,0.4323887402,0.442076649
ddBZK5d4,2025-03-04,0,0.6328926857,0.6535210207,0.6599749729,0.665739088
f7Tea0qB,2025-03-04,0,0.5848403061,0.5852027647,0.5802223165,0.5831130264
nB1RPpz2,2025-03-04,1,0.5181090539,0.518377498,0.5181526074,0.5187456031
QJHFATnl,2025-03-04,0,0.5020337196,0.5019710946,0.5028645161,0.5039790622
AqmMoSdL,2025-03-04,0,0.195958695,0.1935851291,0.1945011642,0.2085019639
8tE8F3GP,2025-03-04,1,0.6534612974,0.6632891737,0.6625244944,0.6625312629
lzAvzpGa,2025-03-05,0,0.5424592497,0.5404394599,0.535121011,0.5424114223
2wzElqVh,2025-03-05,1,0.5659656092,0.5663692292,0.5670389386,0.5664330325
h8GVy6om,2025-03-05,0,0.6414771517,0.6365338322,0.6375570543,0.6374504452
YqLN87H0,2025-03-05,0,0.4604044885,0.4558176028,0.4530187111,0.4498030706
dhFYpZE7,2025-03-05,1,0.7030328623,0.6896673637,0.6915212502,0.6942526042
dxVasSNP,2025-03-05,1,0.3943104368,0.3951407964,0.3868239732,0.3879838085
82Z5Lp16,2025-03-05,0,0.6885305351,0.6877230535,0.6831449383,0.693554422
6Bt5j50t,2025-03-05,0,0.6018622658,0.6074628298,0.6078498226,0.6075736955
ziYLnNa5,2025-03-05,0,0.4774814546,0.4838594575,0.4832455703,0.4780047355
Kx1IUlvK,2025-03-05,0,0.2328441892,0.2274703409,0.2283566202,0.2277901499
KQ0T6GyR,2025-03-05,0,0.266671159,0.2664040823,0.2703622097,0.2697154078
UuOHlHFr,2025-03-05,0,0.2694418231,0.2709638931,0.2685685182,0.2663342845
SrEW6onD,2025-03-05,1,0.2656379007,0.2744455601,0.2735348852,0.2630833744
Ob7K8x7E,2025-03-05,0,0.382187176,0.3887443277,0.3961247773,0.3977366295
Gn1eW1FO,2025-03-05,1,0.6036749738,0.5965340779,0.5950605725,0.5961996113
fXCnYNpC,2025-03-05,1,0.5625666089,0.5642489285,0.5704287573,0.562305901
4GsIuLgm,2025-03-06,0,0.2870889316,0.2849447786,0.2838037963,0.2856761927
AesofwhL,2025-03-06,0,0.3334696532,0.3342281193,0.3460917598,0.3433078408
pSWFA8Vj,2025-03-06,0,0.4836911466,0.4839700693,0.4837624332,0.4786060487
MZ0jYeV1,2025-03-06,0,0.5728014353,0.5492091629,0.552978377,0.5563607158
6V4sTy3F,2025-03-06,0,0.6808720787,0.6818142448,0.6883662596,0.68846669
QeVHUTMM,2025-03-06,0,0.7230693985,0.7235139567,0.7234619362,0.7227106295
Gdna1fal,2025-03-06,1,0.4250737886,0.4244365136,0.4257060324,0.4251332888
zwRPnepe,2025-03-06,1,0.7373082393,0.7445643754,0.7440546593,0.7436791748
IgAdNoFd,2025-03-06,1,0.8694787659,0.8697064524,0.869957252,0.8720452091
dGw1YBNc,2025-03-06,0,0.7003940362,0.7002922949,0.6991783297,0.6990732442
xrqwdaN8,2025-03-06,0,0.5214969499,0.5223933132,0.5228221827,0.5181225225
IVR9WkhA,2025-03-06,0,0.3751721667,0.3755252847,0.372143173,0.3755184228
vNskPS1s,2025-03-06,0,0.3206417826,0.3215859131,0.3206406042,0.3196010661
pU7FbL9e,2025-03-07,1,0.7648168921,0.7704788054,0.768994397,0.7703008109
xlQ4JX9l,2025-03-07,1,0.8528026726,0.8531431184,0.8535969175,0.8526231609
x4E19PA7,2025-03-07,1,0.7915684312,0.7911589346,0.7883501167,0.7877798456
tUnDJOVI,2025-03-07,0,0.3121714532,0.3068667397,0.3066265023,0.3073344218
xE9eheBk,2025-03-07,0,0.2332940578,0.2349671131,0.2373225546,0.2391009371
b51ZUcY2,2025-03-07,1,0.7648869984,0.7615794622,0.7608472254,0.7594401074
dQnCJSpS,2025-03-07,1,0.36870785,0.3689410408,0.3699301088,0.3701501657
SpgX4amR,2025-03-07,0,0.6770939636,0.6772262492,0.6729381664,0.6720207565
nmocN6Wg,2025-03-07,1,0.4038279346,0.404088967,0.4093022131,0.4022252918
006ZMxt0,2025-03-07,1,0.1775959552,0.1813352195,0.1814555722,0.1815023581
tYddpVlo,2025-03-07,1,0.6832628524,0.6812308879,0.681971278,0.6802784718
dnAYaptm,2025-03-07,1,0.4274175572,0.4232942226,0.4228796134,0.4276222488
xOKVucon,2025-03-07,0,0.08500344521,0.082728853,0.08291444775,0.08308860186
WS4VUzX7,2025-03-07,0,0.6251558576,0.6197896949,0.6199708926,0.6266707197
xAJqycyi,2025-03-07,0,0.1953767202,0.1966244929,0.1967212199,0.1963079227
jNAHZzs3,2025-03-07,0,0.1583590982,0.158249069,0.1610726399,0.1609560417
x0GLn0Rr,2025-03-07,0,0.3921867901,0.3932622293,0.3932074025,0.3926062125
f1lIS5Nr,2025-03-07,1,0.7526437753,0.7595178516,0.7595986988,0.7595159396
rBfaomb5,2025-03-07,1,0.7216252921,0.7133498988,0.7145070623,0.7138371121
6kDP7kof,2025-03-08,0,0.30466989,0.311492491,0.3109719626,0.3115793147
2RZCbHXa,2025-03-08,0,0.281359277,0.2808977565,0.2823580471,0.282145338
lWZxMyCs,2025-03-08,0,0.6842419694,0.6851444535,0.6834430839,0.6844846643
WnVeY514,2025-03-08,1,0.462923826,0.4621943375,0.4628583913,0.4622268469
nwAfl5GN,2025-03-08,0,0.4523564694,0.4579075569,0.4578300515,0.4582364555
GYcFP5gD,2025-03-08,1,0.4507691113,0.4552366377,0.4543686765,0.4535014602
Isx1eMNj,2025-03-08,0,0.1833024927,0.1819061415,0.1812334313,0.1802374795
QTn39YoI,2025-03-08,1,0.9230285704,0.9207420007,0.9207000116,0.9205344327
j3WJ0YwR,2025-03-08,1,0.7576057264,0.7581023122,0.7581816553,0.7535936951
f7q62jFi,2025-03-08,1,0.6274746541,0.6276619814,0.6275651192,0.6283488094
tEEQWM0t,2025-03-08,0,0.3720638553,0.3793151979,0.3784598457,0.3730673677
AH47QWLG,2025-03-08,0,0.2187741988,0.226729983,0.2259837412,0.2199599605
KbYYTZ2k,2025-03-08,0,0.7758670697,0.781932849,0.7811428943,0.7764751326
YNZreC1l,2025-03-08,1,0.8624536322,0.8624005232,0.8606499993,0.8633444991
Wzu2ivFl,2025-03-08,0,0.3241863157,0.3250716856,0.3305283397,0.3321249413
KrpA5Ppp,2025-03-08,1,0.6799202677,0.6850900305,0.6848183433,0.6842718507
Cp5vPXhA,2025-03-09,0,0.1161971409,0.11396912,0.1159113569,0.1164232152
jVGVQgOc,2025-03-09,1,0.7158934654,0.7179283562,0.7173642524,0.7141204154
naoV0r0T,2025-03-09,1,0.7687162359,0.7701137896,0.7739152644,0.7752561386
QoQrZmT9,2025-03-09,1,0.7489332191,0.7492775184,0.7495223967,0.7503221307
GIRgNWvK,2025-03-09,0,0.2240411458,0.2276843517,0.2272119933,0.2273567573
hdtvQmDi,2025-03-09,0,0.3630163608,0.3660026401,0.3662854692,0.3648480343
rRMQtIyA,2025-03-09,0,0.3442505831,0.3492155069,0.3476556057,0.3485438957
vTlmBKnI,2025-03-09,1,0.864608692,0.8658187639,0.8656787813,0.8653000623
rHNa79gR,2025-03-10,0,0.3601222842,0.3583098612,0.3585205893,0.3609262363
pCjlcADT,2025-03-10,0,0.442723876,0.4366129489,0.4389331676,0.4396611869
84SmMB3d,2025-03-10,1,0.8348121976,0.8349581382,0.8344834567,0.8348377128
lzU06rRN,2025-03-10,1,0.6572418905,0.6590660892,0.6590055473,0.6635796367
SKuh84dB,2025-03-10,1,0.8813963282,0.8815523263,0.8817283996,0.8817633177
ptnZiqCU,2025-03-10,0,0.5391999321,0.5365213363,0.5367365217,0.5383398009
EwXeiRwA,2025-03-10,0,0.6055010808,0.6089431914,0.6095668112,0.609525938
KfxpAQRb,2025-03-10,0,0.2152794444,0.2160773831,0.2165613424,0.2206599728
trnNS4zI,2025-03-11,0,0.2602898274,0.2566647979,0.2567910271,0.2570400431
YoOyTMmp,2025-03-11,1,0.3713426843,0.3710314597,0.3711713811,0.3702989653
xln4uJJk,2025-03-11,0,0.5767576602,0.5754163849,0.5796947135,0.5801755549
rqM0RNZI,2025-03-11,1,0.6376053228,0.6398706482,0.6391787447,0.6378930086
KSkdPcF8,2025-03-12,0,0.627318818,0.6278913002,0.6272050308,0.6230780577
tGkT8olB,2025-03-12,0,0.2528977492,0.2534920975,0.2532415674,0.2531730832
0pWBJSrm,2025-03-12,1,0.8792720497,0.8774004287,0.8778958695,0.8811098936
zDRBlN13,2025-03-12,1,0.4230301969,0.4248216546,0.4248193109,0.4296725621
jgyy3a4F,2025-03-13,0,0.2452015893,0.2471455807,0.2461084485,0.2457425636
8tpGT3cB,2025-03-13,1,0.625358931,0.6257752188,0.6271347207,0.6271679089
Ea2rVDBC,2025-03-13,1,0.8165857242,0.8162460153,0.8165504855,0.8164790555
E7vjpp4U,2025-03-14,1,0.281303119,0.2778160794,0.2786273532,0.2785685244
0WdqWBdn,2025-03-14,1,0.6811799797,0.68073617,0.6811432475,0.6858836011
4tVM21vn,2025-03-16,1,0.5895602647,0.5885767095,0.5823605972,0.588507822
f7yMbAqS,2025-03-16,1,0.590712866,0.5914140733,0.5942454262,0.5941090555
YeVHGr5D,2025-03-16,1,0.2131995038,0.2055264173,0.2052951166,0.2045297739
QB3S5Rje,2025-03-16,0,0.5191097048,0.5169535688,0.516794323,0.5169388824
EiIhgl7k,2025-03-16,0,0.4078353513,0.4079861455,0.4000159559,0.3994598294
QmLuFVT8,2025-03-16,0,0.1310868922,0.1212067443,0.1129632891,0.1046071503
h214pKOH,2025-03-16,0,0.5260276309,0.5294487163,0.5212603644,0.5275338755
YDOmD9bL,2025-03-16,0,0.1514583935,0.1403366779,0.1321150594,0.1213968038
YZywaJwB,2025-03-16,1,0.5744551593,0.5826174032,0.58297254,0.5835342402
4MbAtBNq,2025-03-16,1,0.4481706823,0.4469929725,0.4461623028,0.4484692743
l4D4vncK,2025-03-16,1,0.4174373982,0.4140868991,0.4117285145,0.4106949476
QPr1KQ5l,2025-03-16,1,0.7054208715,0.7092602386,0.709004938,0.6891771258
0S4CrbgU,2025-03-16,0,0.2729086278,0.2624209552,0.2542923667,0.2494925059
n5G0iSy2,2025-03-16,1,0.4704016474,0.4683482549,0.4675708194,0.47397821
nuX9I4z1,2025-03-16,1,0.4847052943,0.4850274801,0.4853039607,0.4924935466
0ALNXhQb,2025-03-16,0,0.6438173711,0.6432304966,0.6420926985,0.6468010814
fshVPnrR,2025-03-16,0,0.7143446723,0.7205359767,0.7206588609,0.7189021717
v7VvTq2K,2025-03-16,0,0.3432286856,0.3482906949,0.3779615076,0.3708679966
QRq52hp3,2025-03-16,1,0.5352251318,0.5381240067,0.5381730808,0.5403376677
bFbMR8DE,2025-03-16,0,0.2409602505,0.240797073,0.2406348937,0.2407709969
dz8entf5,2025-03-16,0,0.6055438098,0.6097058582,0.6089456851,0.6017086395
x8rU0u9b,2025-03-16,1,0.4412852367,0.4392152237,0.4372370546,0.4363372346
0lhJvkhd,2025-03-16,1,0.745352149,0.7472286249,0.7472375863,0.7487864915
6LBz45L7,2025-03-16,1,0.4649112537,0.4555407146,0.4695990365,0.4699873734
l4eYViH8,2025-03-17,1,0.4297576476,0.4322973754,0.4377809104,0.4394250971
bToO173L,2025-03-17,0,0.5813357908,0.5887906028,0.5903660106,0.5896466339
Q7ugZ563,2025-03-17,0,0.6083583986,0.6078489607,0.6099004152,0.6015501036
UyzVknL8,2025-03-17,0,0.5541334204,0.5566569513,0.5593326528,0.5661150168
tGgzU4bk,2025-03-17,0,0.436640371,0.4374292758,0.4316201979,0.4331615497
SxcJi8NN,2025-03-17,1,0.8132169242,0.809314735,0.8116607176,0.8154674099
zLmmc7Mb,2025-03-17,0,0.7629102787,0.7600444401,0.7539320706,0.7555262596
A73zf7z2,2025-03-17,1,0.5361603527,0.5361730338,0.5364789094,0.5379111577
jN07sITs,2025-03-17,0,0.1994638448,0.2014135595,0.2014619507,0.193284587
xj5DF9wJ,2025-03-17,1,0.6239301696,0.6245929157,0.6246836868,0.6299047532
8ADdJivf,2025-03-17,0,0.5380562874,0.5432317047,0.5397226843,0.5405810761
4x75HV86,2025-03-17,0,0.3498333686,0.3539385976,0.3534152783,0.3483219428
QPMI5kHN,2025-03-18,0,0.406660313,0.4061156022,0.4062134336,0.4142774838
OYTHzAGc,2025-03-18,0,0.4403050213,0.4411593753,0.4421531069,0.440508524
Q3orgCXH,2025-03-18,1,0.4936846832,0.4853757275,0.4872759069,0.4856413217
UB8rMA14,2025-03-18,0,0.6631272386,0.6612920425,0.6609253118,0.6610116658
Y35aIS0T,2025-03-18,0,0.41191772,0.4209023671,0.4194812462,0.4120587551
nFw7EJae,2025-03-18,1,0.5636345716,0.5629443532,0.5579318162,0.5575874478
z5wiVKop,2025-03-18,0,0.2572979732,0.2554279661,0.2547146742,0.2613471365
jX1KzsOM,2025-03-18,1,0.8520307882,0.8532819729,0.8507312429,0.8557439576
jJMoMs9T,2025-03-18,1,0.4873071586,0.4877501696,0.4875919709,0.4971474015
EDRMRouh,2025-03-18,0,0.5671583039,0.5701300329,0.5764263118,0.5767159808
MVviij2U,2025-03-18,0,0.2938022634,0.2935680719,0.2963355225,0.2883142537
foIHGLWj,2025-03-18,1,0.3942449978,0.3960820867,0.3960673644,0.3957435975
IwrzeY25,2025-03-18,0,0.3299259968,0.329446101,0.3299550674,0.3369330385
d8Dl0Tvo,2025-03-18,0,0.6089343037,0.6011030074,0.6087347048,0.6086642031
MwVUPP94,2025-03-18,1,0.32313887,0.3244341392,0.3282495317,0.3237760884
nu53vPOc,2025-03-18,1,0.4592118822,0.461331011,0.4545624754,0.453964547
K0NQYmoA,2025-03-19,1,0.5877472831,0.5810396793,0.5811897952,0.5881027823
dbAzOWWi,2025-03-19,0,0.4063411664,0.4144053125,0.4138105835,0.4077700118
xrF0Bgmn,2025-03-19,0,0.1734143713,0.1631221158,0.1605808537,0.1580284508
MLyaTbGd,2025-03-19,0,0.6836365783,0.6908354612,0.6904241693,0.686082193
Y7J1z1ME,2025-03-19,0,0.5454450777,0.5859220878,0.612282949,0.6324387081
rgJwO3vH,2025-03-19,0,0.5479763314,0.5503714294,0.5509752552,0.5508917912
Qw2iKlWG,2025-03-19,1,0.5379685159,0.5381791803,0.541810626,0.5338747211
r7bCx3gA,2025-03-19,1,0.6797341312,0.6802618066,0.6806502326,0.6747075035
4AY97BnB,2025-03-19,0,0.3741173487,0.3657040391,0.3653994666,0.3640677975
0I3tTIEl,2025-03-19,1,0.3750195783,0.3636171979,0.3604342741,0.3577784472
tYM9YviR,2025-03-19,0,0.4966380043,0.4879746498,0.4890959726,0.4891055069
hCtFCcU7,2025-03-19,0,0.6558947978,0.6418562497,0.6317485339,0.6233705344
YV1lRdq1,2025-03-19,0,0.5188740822,0.5113431628,0.5187813061,0.5199608937
dpV19XHb,2025-03-19,0,0.3869784313,0.3855134707,0.3861008251,0.3884758596
IysWC6Oj,2025-03-19,0,0.2562574027,0.2562938502,0.2606848108,0.2586785851
jmpbGuVr,2025-03-19,1,0.3456904123,0.3404887996,0.3412770721,0.3405958326
zVxYOFgU,2025-03-20,1,0.8726861412,0.8757436555,0.875811858,0.8755776038
4YK5eFa5,2025-03-20,0,0.3495103363,0.350133011,0.350565533,0.3504039122
UJlP0EV7,2025-03-20,1,0.4410049341,0.4407115431,0.4409472531,0.4406648778
4AtzF4jI,2025-03-20,1,0.7695777862,0.77062604,0.7699019271,0.7653389433
OOfTNLLq,2025-03-20,1,0.7069821731,0.7138894445,0.7080418894,0.7082368887
txsaYypA,2025-03-20,1,0.2753375263,0.2747370162,0.2699116429,0.2708117578
QN9WuLsS,2025-03-20,1,0.934997732,0.9345465227,0.934573369,0.9359044709
AF9pmxke,2025-03-20,0,0.6689587339,0.6680346978,0.6678897274,0.6682117744
O0CtXPbc,2025-03-20,1,0.622025967,0.622388248,0.6226110944,0.6216375064
fsCdwOR6,2025-03-20,1,0.3143249469,0.315020634,0.3178924075,0.3176346665
dEjsoFTF,2025-03-20,0,0.7731227098,0.7728266568,0.7691571507,0.7692411043
f14aJLnl,2025-03-20,0,0.4229308818,0.4233716363,0.4233323735,0.4295801254
0ncYnya3,2025-03-20,0,0.7264276204,0.7198239048,0.7189018987,0.7260842989
4l5a2R6C,2025-03-20,1,0.2838702881,0.2808463123,0.2810209634,0.2810128604
MiA5DJIr,2025-03-20,1,0.5928480754,0.5928316236,0.5939272734,0.5943150592
pUmuufFO,2025-03-20,0,0.4338483856,0.4323466608,0.4330020217,0.4344280906
AuqbYrWs,2025-03-21,1,0.6451407592,0.6395089129,0.6398515116,0.6464949267
CYOH24g3,2025-03-21,0,0.6844077266,0.682272432,0.6820202418,0.6775631648
GhrYVRY9,2025-03-21,0,0.08094475045,0.0792599522,0.07925538937,0.07965264841
KxFPdPD6,2025-03-21,1,0.5739108763,0.567983684,0.5675977742,0.5689363874
tY60YZCb,2025-03-21,1,0.1997694391,0.1999262274,0.1990094654,0.1927302422
GnFDGoKU,2025-03-21,0,0.2084923834,0.2110760153,0.2084008119,0.2021161034
MH5jxhXF,2025-03-21,1,0.9355063703,0.9376088779,0.9378600042,0.9381633557
Cd74g0Gk,2025-03-21,0,0.5860295686,0.5856133499,0.5868857266,0.5877316056
4vCzyIAT,2025-03-21,1,0.6913735369,0.6914816509,0.692321763,0.6925605031
KQlPXm4c,2025-03-21,1,0.3611405528,0.361237581,0.3664053327,0.3691191717
QsIHYvcD,2025-03-21,0,0.1463574406,0.1456416801,0.145480457,0.1452198047
lv2sSKME,2025-03-21,0,0.2854332532,0.28034776,0.2804182203,0.2842760955
hE5MYn14,2025-03-21,1,0.878353323,0.8805480579,0.8804150848,0.8809281
8676VeYj,2025-03-21,0,0.6127540691,0.6128788977,0.6134783319,0.615924184
nD8lWWIO,2025-03-21,0,0.2506718643,0.2507954433,0.2499256202,0.2543477941
p6DM33jA,2025-03-21,1,0.7354353506,0.731692494,0.732198853,0.7328669747
UsH2rIN9,2025-03-22,0,0.5172094,0.5237958867,0.5237831079,0.5233804877
29Iz1xhd,2025-03-22,1,0.8967811046,0.8971830214,0.8973025868,0.8960069252
tlXlcOR1,2025-03-22,0,0.2538191468,0.2584137151,0.2584940567,0.2539225415
A7HpAklg,2025-03-22,1,0.7895878581,0.7891253101,0.7890948576,0.7893810462
EZG8HhDG,2025-03-22,1,0.6166366393,0.6186811242,0.6188185812,0.6191089426
44PDMveD,2025-03-22,0,0.2168738448,0.2173313869,0.2196971564,0.2198392226
0EknByYg,2025-03-22,1,0.7690873799,0.773466408,0.7710368684,0.7714346684
nNLDBo7N,2025-03-23,0,0.3981881694,0.4032529572,0.4033091223,0.3971188454
feigMBvP,2025-03-23,0,0.5904888929,0.5906642376,0.5903408115,0.5898173071
t8mI2MmC,2025-03-23,0,0.1717366916,0.1697403725,0.1696259606,0.1696756161
Y7sVRFAm,2025-03-23,0,0.3042047708,0.300537646,0.3009741655,0.3040847671
CfnRkvKi,2025-03-23,0,0.8767459852,0.8771637518,0.8775536431,0.8774012311
Cdk668rA,2025-03-23,0,0.2136682413,0.2147050968,0.2153730456,0.2192234583
OEFWS1fl,2025-03-23,1,0.4454026338,0.4523603663,0.4469564976,0.4440773167
rFC9O1Lh,2025-03-23,1,0.3083762322,0.3137828534,0.3128902921,0.3118447685
EN8RBNbM,2025-03-24,0,0.5348271054,0.5366993269,0.5377263044,0.5422064626
hUcse6mA,2025-03-24,1,0.625056737,0.6294052417,0.6283631277,0.6272009
ABkQ8VGG,2025-03-24,1,0.8527098218,0.8526840537,0.8519111304,0.8546723727
4zzx7fdB,2025-03-24,1,0.4436566226,0.4433841703,0.4438810738,0.4431792981
Uo9ye2gm,2025-03-24,0,0.8330163148,0.8332322179,0.8330846131,0.834008385
tSPtIpVO,2025-03-24,0,0.3337446848,0.3377686238,0.337290587,0.3379311589
Uk18xg0e,2025-03-24,0,0.1982287528,0.1954542915,0.1957918017,0.1959344666
hd87FB84,2025-03-25,0,0.3142905861,0.3138587458,0.3138564801,0.312033473
hhj7JgH6,2025-03-25,1,0.7177572516,0.7144576558,0.7146132504,0.7185387307
IsjsgyPp,2025-03-26,1,0.05324345964,0.05258350955,0.05238338646,0.0524349163
xGEg8OyI,2025-03-26,0,0.2881359753,0.2921063656,0.2921030901,0.2910697915
8dGansKb,2025-03-27,1,0.808675194,0.8093654441,0.8096038901,0.8112164814
dl1QHDu0,2025-03-27,1,0.851182935,0.8513223869,0.8516439969,0.8518072048
pzLA7uQ6,2025-03-29,0,0.6370876299,0.6476521828,0.6616831933,0.7332259556
GCOPBRe4,2025-03-29,1,0.6136154614,0.6148576233,0.6171731965,0.6192606135
tv8GKnLh,2025-03-29,0,0.489365842,0.4935116667,0.4513785848,0.4380184797
vctpMvu0,2025-03-29,1,0.5693178338,0.574594086,0.5766925435,0.5629085631
CvIY95QG,2025-03-29,0,0.3233162438,0.2879053077,0.2661705309,0.2521006525
AigicStB,2025-03-29,0,0.6805971851,0.7142660693,0.6749237818,0.6766673336
