week_ending,player_id,overall_mean,overall_sd,hard_mean,hard_sd,clay_mean,clay_sd,grass_mean,grass_sd
2025-03-09,UDzElXdm,2.853314534,0.1351047139,2.870120867,0.1289918332,2.819578142,0.1447545142,2.870244592,0.1495998337
2025-03-09,lI6fOOat,2.528210638,0.1469077955,2.560697171,0.1272523125,2.612334941,0.1690265344,2.411599802,0.1895663744
2025-03-09,KdojxrAR,2.500446401,0.1229421971,2.651392521,0.1159015465,2.451313563,0.1353207533,2.39863312,0.1398850002
2025-03-16,jNyZsXZe,3.598595536,0.1293866724,3.565003493,0.1232213079,3.87283806,0.1374861394,3.357945055,0.1466139772
2025-03-16,vyhksgUB,3.176537398,0.1221021371,3.297327214,0.1152455364,3.125372772,0.1321025426,3.106912209,0.1396802819
2025-03-16,f5BXmEH6,2.879482696,0.1501233806,2.934804327,0.1442821565,2.795314765,0.1596760494,2.908328995,0.163959454
2025-03-16,UDzElXdm,2.824989303,0.1435650387,2.841932445,0.1378116228,2.791101181,0.1526839264,2.841934284,0.1572936955
2025-03-16,lI6fOOat,2.702850208,0.1358504571,2.73546157,0.114297023,2.786821765,0.1595160182,2.586267289,0.1811342975
2025-03-16,KdojxrAR,2.517325055,0.1357293908,2.668403259,0.1293833229,2.468047563,0.1470368453,2.415524342,0.1512475404
2025-03-23,jNyZsXZe,3.62468474,0.1295668875,3.590936368,0.1234009365,3.899091325,0.1376617091,3.384026528,0.1467753854
2025-03-23,vyhksgUB,3.259510086,0.1267518061,3.380128732,0.1201574055,3.208522113,0.1364140182,3.189879413,0.1437631238
2025-03-23,UDzElXdm,2.846384866,0.1470929503,2.863220082,0.1414660486,2.812654574,0.1560083475,2.863279941,0.1605324863
2025-03-23,lI6fOOat,2.821719674,0.138545895,2.854065806,0.1174791864,2.905925142,0.1618226712,2.705168075,0.1831656972
2025-03-23,f5BXmEH6,2.78804503,0.1416047954,2.843178118,0.1353857749,2.704072607,0.1517009735,2.816884363,0.1562005226
2025-03-23,KdojxrAR,2.464944274,0.1317574086,2.615838641,0.1252056701,2.415825441,0.1433805275,2.363168739,0.1476951944
2025-03-30,jNyZsXZe,3.537053849,0.1343804393,3.503365275,0.1284433097,3.811184707,0.1421995056,3.296611566,0.1510441787
2025-03-30,vyhksgUB,3.296008402,0.1210792277,3.416741235,0.114158008,3.244736536,0.1311563667,3.226547435,0.1387894746
2025-03-30,f5BXmEH6,2.866745731,0.148266888,2.922044497,0.142338313,2.78248125,0.1579347584,2.895711447,0.1622673851
2025-03-30,UDzElXdm,2.863759236,0.1631903643,2.880964666,0.1581392763,2.830062335,0.1712669024,2.880250708,0.1754009313
2025-03-30,lI6fOOat,2.84345843,0.1554690397,2.877546517,0.137030928,2.925620142,0.1765185026,2.727208631,0.1962813084
2025-03-30,KdojxrAR,2.307006026,0.1223737945,2.458058856,0.1152923796,2.257701053,0.1348026551,2.20525817,0.1393914985
2025-04-06,jNyZsXZe,3.512639311,0.1518068134,3.478703706,0.1465998381,3.787029668,0.1587434125,3.272184559,0.1667407262
2025-04-06,vyhksgUB,3.298038657,0.1399733001,3.418897066,0.1340710795,3.246762985,0.1487315963,3.228455921,0.1555512195
2025-04-06,f5BXmEH6,2.860236663,0.1634172448,2.915900474,0.158088711,2.775542581,0.1722038488,2.889266936,0.1762195811
2025-04-06,UDzElXdm,2.849138324,0.177852645,2.866430692,0.1732468996,2.814891772,0.18527363,2.866092507,0.1891168263
2025-04-06,lI6fOOat,2.843822739,0.1706694553,2.878367552,0.1540604085,2.925847471,0.1900337367,2.727253193,0.2085316837
2025-04-06,KdojxrAR,2.314404616,0.1090132091,2.459715706,0.1109757027,2.271606957,0.1117710668,2.211891184,0.1283359343
2025-04-13,jNyZsXZe,3.539826227,0.1677505251,3.506232699,0.1630588738,3.814076246,0.1740461413,3.299169736,0.1813775567
2025-04-13,vyhksgUB,3.317699804,0.1571633915,3.438777233,0.1519361006,3.266239777,0.1650051125,3.248082403,0.1711849814
2025-04-13,f5BXmEH6,2.885701389,0.1783507874,2.941657686,0.1734853177,2.800924518,0.1864290976,2.914521962,0.1901519646
2025-04-13,lI6fOOat,2.876345913,0.1848028508,2.910793292,0.1695863223,2.958924727,0.2028149033,2.759319722,0.2202521335
2025-04-13,UDzElXdm,2.86735728,0.1916791209,2.885155014,0.187417354,2.832596599,0.1985788686,2.884320227,0.2021754462
2025-04-13,KdojxrAR,2.333675534,0.130359723,2.479105579,0.1320107968,2.290833289,0.1326671739,2.231087733,0.1469021269
2025-04-20,vyhksgUB,3.365313466,0.1362191519,3.481647517,0.1364852192,3.318448801,0.1391938672,3.29584408,0.1518163262
2025-04-20,jNyZsXZe,3.134452693,0.1445244135,3.129241607,0.1445846653,3.383163209,0.1467797593,2.890953264,0.1596014
2025-04-20,f5BXmEH6,2.858705927,0.1466972019,2.917115176,0.148022855,2.771541421,0.1494898259,2.887461184,0.1604348056
2025-04-20,UDzElXdm,2.857741776,0.2044952299,2.875685537,0.2005051145,2.822891097,0.210974133,2.874648693,0.2143668207
2025-04-20,lI6fOOat,2.769587544,0.1502224119,2.824491735,0.1517340396,2.836484516,0.1552111227,2.64778638,0.1883810633
2025-04-20,KdojxrAR,2.394921247,0.1294660312,2.534560541,0.1333522986,2.358691113,0.1292408123,2.291512086,0.1462415282
2025-04-27,vyhksgUB,3.322211244,0.1253889475,3.443700945,0.129365177,3.271031134,0.1249142418,3.251901653,0.1419664623
2025-04-27,jNyZsXZe,3.045947467,0.1359762491,3.046239629,0.1387839084,3.289884633,0.1357776541,2.801718138,0.1516372559
2025-04-27,lI6fOOat,2.813067625,0.1394595675,2.862156444,0.1485991611,2.884709365,0.1379320483,2.692337066,0.1784828089
2025-04-27,f5BXmEH6,2.78866358,0.1364249403,2.851303579,0.1409132685,2.698005425,0.1363400226,2.816681735,0.150928981
2025-04-27,UDzElXdm,2.645439167,0.1552221685,2.675320144,0.1572210395,2.59970998,0.1569739168,2.661287378,0.1674077849
2025-04-27,KdojxrAR,2.479521529,0.126594562,2.61994896,0.1323842667,2.442706648,0.1242357566,2.375908978,0.1438051891
2025-05-04,vyhksgUB,3.171692682,0.1178571566,3.299519774,0.1244596458,3.114540264,0.114893249,3.101018008,0.1352110377
2025-05-04,jNyZsXZe,3.029133443,0.1278549499,3.030290484,0.1329014406,3.272339206,0.1256682464,2.784770639,0.1441805435
2025-05-04,f5BXmEH6,2.865286846,0.1212029346,2.92519447,0.129142624,2.777207479,0.1180661787,2.89345859,0.1371563937
2025-05-04,lI6fOOat,2.755699555,0.1391065529,2.812403195,0.1520585919,2.821424215,0.1339443969,2.633271255,0.1774515628
2025-05-04,UDzElXdm,2.642801311,0.1695376353,2.67278344,0.1715068802,2.596979539,0.1710091383,2.658640954,0.1807511158
2025-05-04,KdojxrAR,2.475144291,0.1450463105,2.615356077,0.1501512105,2.438533686,0.1429605849,2.371543111,0.1602898958
2025-05-11,vyhksgUB,3.301117355,0.121918979,3.423886245,0.1291197693,3.248783852,0.1182088536,3.230681968,0.1387175373
2025-05-11,jNyZsXZe,3.191773622,0.1286492189,3.188730963,0.1345519843,3.438770453,0.1256031429,2.94781945,0.1448026233
2025-05-11,f5BXmEH6,2.888628419,0.1246496274,2.948242991,0.133253975,2.800843494,0.1206678169,2.916798773,0.1401646217
2025-05-11,lI6fOOat,2.835896409,0.1357712009,2.888765604,0.1516675705,2.904813411,0.127872558,2.714110214,0.1743315429
2025-05-11,UDzElXdm,2.605687404,0.1471177009,2.636155207,0.1519828533,2.55931646,0.1463077363,2.621590546,0.1596928084
2025-05-11,KdojxrAR,2.499632067,0.1365028666,2.639696093,0.1430561694,2.463336421,0.1329462605,2.395863687,0.1526730004
2025-05-18,vyhksgUB,3.312731581,0.1296473267,3.435307452,0.1368611546,3.260687697,0.125729074,3.242199594,0.1455309453
2025-05-18,jNyZsXZe,3.241006074,0.1464727362,3.237265711,0.1517259209,3.488732591,0.1437624025,2.997019921,0.1608423053
2025-05-18,f5BXmEH6,2.987621089,0.1189072989,3.046035768,0.1286711948,2.901154762,0.1138974794,3.015672736,0.1350394547
2025-05-18,lI6fOOat,2.830432071,0.1390970061,2.882647019,0.1560636,2.900114049,0.13001858,2.708535144,0.1766539121
2025-05-18,UDzElXdm,2.68571441,0.1605562851,2.713691313,0.1652577489,2.64179832,0.1595840342,2.701653595,0.1721352293
2025-05-18,KdojxrAR,2.536596972,0.1535109937,2.675233576,0.1593990291,2.50199471,0.1503160636,2.432562628,0.1680564343
2025-05-25,vyhksgUB,3.427744346,0.1357467259,3.548135023,0.1429147516,3.377700493,0.1317367983,3.357397522,0.150976172
2025-05-25,jNyZsXZe,3.262069166,0.1621025401,3.257827587,0.1669116429,3.510504822,0.1596104646,3.01787509,0.1751912751
2025-05-25,f5BXmEH6,3.038527069,0.1380795554,3.095173912,0.1466081877,2.953801727,0.1337479527,3.066605568,0.1521922143
2025-05-25,lI6fOOat,2.851860877,0.1558937655,2.901693345,0.1712716575,2.923841866,0.1477792993,2.730047419,0.1901484896
2025-05-25,UDzElXdm,2.577250127,0.1265816237,2.606856881,0.1348645186,2.531702852,0.1229702414,2.593190649,0.1407777232
2025-05-25,KdojxrAR,2.474366281,0.1542848424,2.612779588,0.1605634199,2.440096827,0.1506227696,2.370222429,0.1687889887
2025-06-01,vyhksgUB,3.621212975,0.1260350364,3.738457242,0.1341581795,3.574163517,0.121251309,3.551018167,0.1422825981
2025-06-01,jNyZsXZe,3.431960999,0.127334297,3.424734006,0.1344500413,3.683292897,0.1231205694,3.187856093,0.1435234643
2025-06-01,f5BXmEH6,3.238907887,0.1316986852,3.292989081,0.1409781306,3.156726208,0.1267635353,3.26700837,0.1464092003
2025-06-01,lI6fOOat,3.066450908,0.1392623064,3.108910878,0.1578658814,3.144767538,0.1285659048,2.945674309,0.1764585939
2025-06-01,UDzElXdm,2.771972585,0.1195784094,2.798159462,0.1291095143,2.729502227,0.1149219296,2.788256066,0.1344513937
2025-06-01,KdojxrAR,2.547212676,0.1365953125,2.683574259,0.1442860309,2.515281612,0.1316951202,2.442782158,0.1528276564
2025-06-08,vyhksgUB,3.726436136,0.1232019055,3.842728815,0.1317152371,3.679666846,0.1180873546,3.656912748,0.1397567176
2025-06-08,jNyZsXZe,3.428433746,0.1301191269,3.420934692,0.1373046769,3.679362725,0.1257974095,3.185003822,0.1459692179
2025-06-08,f5BXmEH6,3.174908272,0.1214383521,3.229160375,0.1317107897,3.092354876,0.115786215,3.203209565,0.1372303918
2025-06-08,lI6fOOat,3.062104547,0.1411307735,3.104973237,0.1600277747,3.139804235,0.130090025,2.941536167,0.1778333279
2025-06-08,UDzElXdm,2.782321733,0.1389601525,2.808192077,0.1472541543,2.739477721,0.1349720929,2.799295401,0.1519356434
2025-06-08,KdojxrAR,2.5972626,0.1450978738,2.73304068,0.1524822012,2.565453602,0.1403592727,2.493293517,0.1604720001
2025-06-15,vyhksgUB,3.715720595,0.1422985997,3.832149901,0.1497473192,3.670120219,0.1379020441,3.644891663,0.156818265
2025-06-15,jNyZsXZe,3.422665457,0.1483412059,3.414097606,0.1546986145,3.674436522,0.1445754588,3.179462244,0.1623922478
2025-06-15,f5BXmEH6,3.148308539,0.1404670548,3.202763469,0.1494577324,3.06649911,0.1356287367,3.175663038,0.1542759642
2025-06-15,lI6fOOat,3.048322994,0.1578337486,3.091600506,0.1749608964,3.126731495,0.1480329973,2.926636981,0.191337571
2025-06-15,UDzElXdm,2.767671657,0.1560392928,2.793465771,0.1635024824,2.725529368,0.1524912784,2.784019831,0.1676656106
2025-06-15,KdojxrAR,2.567392353,0.1608277409,2.701559067,0.1675500357,2.537060584,0.1565469966,2.463557407,0.1748047831
2025-06-22,jNyZsXZe,3.379122088,0.1642024839,3.369238634,0.1699772076,3.630027007,0.160811327,3.138100622,0.1769819785
2025-06-22,vyhksgUB,3.35038236,0.1230964376,3.478399231,0.1343693709,3.340219615,0.126314358,3.232528234,0.1280539904
2025-06-22,f5BXmEH6,3.042074414,0.1410180939,3.098409699,0.150880452,2.968683232,0.139998415,3.05913031,0.1498915864
2025-06-22,lI6fOOat,2.991195082,0.1550793802,3.042445785,0.1763338001,3.08573746,0.1529606974,2.845402002,0.1759193813
2025-06-22,UDzElXdm,2.769289638,0.1314264684,2.794875892,0.142388188,2.724883067,0.1346126768,2.788109957,0.1350474957
2025-06-22,KdojxrAR,2.574426317,0.153647961,2.707339014,0.16185464,2.547172542,0.1536410018,2.468767395,0.1623716318
2025-06-29,vyhksgUB,3.351433108,0.1422879089,3.478203144,0.1521542435,3.339946098,0.1450939555,3.236150082,0.146567016
2025-06-29,jNyZsXZe,3.20933906,0.1244360907,3.206479722,0.136149742,3.475903964,0.1299167761,2.945633494,0.1260563707
2025-06-29,f5BXmEH6,3.05591575,0.1580150765,3.110785997,0.1668840606,2.981364363,0.1571184249,3.07559689,0.1659544958
2025-06-29,lI6fOOat,2.806555047,0.1413969272,2.872366961,0.1690981894,2.929742519,0.1486410271,2.617555661,0.1472087018
2025-06-29,UDzElXdm,2.779377107,0.148588903,2.803186827,0.158416152,2.732544021,0.1515666154,2.802400473,0.1515672912
2025-06-29,KdojxrAR,2.448697171,0.1229120488,2.583642651,0.1350623704,2.430313327,0.1308326935,2.332135535,0.1228438832
2025-07-06,vyhksgUB,3.427764347,0.1228874537,3.552915979,0.1356630887,3.411988791,0.1304812965,3.318388272,0.1213306116
2025-07-06,jNyZsXZe,3.297125392,0.1247244329,3.291782537,0.1372601683,3.559393638,0.1322026756,3.040200001,0.123094277
2025-07-06,f5BXmEH6,3.069348786,0.1539880478,3.122915786,0.1637828182,2.993053471,0.1559992459,3.092077101,0.1582867666
2025-07-06,UDzElXdm,2.976814985,0.1315677512,2.997336751,0.1435090401,2.922400442,0.1380674431,3.010707763,0.1304584343
2025-07-06,lI6fOOat,2.827026912,0.1335128371,2.888791731,0.1652616668,2.94442331,0.1466257806,2.647865693,0.1291260267
2025-07-06,KdojxrAR,2.624464107,0.1338180671,2.756117342,0.1453071041,2.59461227,0.1420872845,2.522662708,0.1323676798
2025-07-13,vyhksgUB,3.396100296,0.1279961449,3.521841778,0.1406819114,3.382426831,0.1363752201,3.284032278,0.1248561289
2025-07-13,jNyZsXZe,3.315979381,0.1195009118,3.310644663,0.1332579692,3.578640104,0.1289742282,3.058653377,0.1150014314
2025-07-13,f5BXmEH6,3.092401214,0.1697627161,3.14595019,0.1786975997,3.016369568,0.1715870542,3.114883884,0.1736700197
2025-07-13,UDzElXdm,2.998822311,0.1494212574,3.019461302,0.1600461867,2.944574225,0.1552022465,3.032431407,0.1484024692
2025-07-13,lI6fOOat,2.808907639,0.1382633165,2.872447928,0.1701208681,2.929644953,0.1529691554,2.624630038,0.1300670465
2025-07-13,KdojxrAR,2.643741433,0.1515685016,2.775192644,0.1618106405,2.614239138,0.1589386047,2.541792519,0.1502526549
2025-07-20,vyhksgUB,3.406542855,0.1464542974,3.532423743,0.1576671272,3.392772893,0.1538199056,3.294431929,0.1437191458
2025-07-20,jNyZsXZe,3.329899197,0.1390089283,3.324168779,0.1510119867,3.591750416,0.1472351627,3.073778397,0.1351363298
2025-07-20,f5BXmEH6,3.113997462,0.1837425541,3.167038468,0.1920483733,3.037358003,0.1854446998,3.137595915,0.1873149336
2025-07-20,UDzElXdm,2.992975266,0.1649160266,3.013608242,0.1746242431,2.93933821,0.1702185679,3.025979346,0.1639129917
2025-07-20,lI6fOOat,2.830572651,0.1554353546,2.894466049,0.1843527429,2.951551971,0.168631257,2.645699933,0.1481836564
2025-07-20,KdojxrAR,2.656476599,0.1674457366,2.78797237,0.1767690813,2.626410747,0.1741239505,2.555046681,0.1662676146
2025-07-27,vyhksgUB,3.410643615,0.1625902997,3.534792634,0.1727639111,3.396586027,0.1693088539,3.300552185,0.1600607319
2025-07-27,jNyZsXZe,3.306485082,0.1561229696,3.299305325,0.1669023671,3.568968001,0.1635126892,3.05118192,0.1526525552
2025-07-27,f5BXmEH6,3.122439602,0.1970812824,3.173972187,0.2048477407,3.047259956,0.1986749407,3.146086663,0.2004063094
2025-07-27,UDzElXdm,2.867463337,0.1320064474,2.877184069,0.1347437393,2.815653501,0.1397786069,2.909552441,0.1383525077
2025-07-27,lI6fOOat,2.824706894,0.1708994962,2.887183211,0.1975882213,2.946694046,0.1830317265,2.640243426,0.164222728
2025-07-27,KdojxrAR,2.556475747,0.1572623121,2.679120551,0.162956942,2.527510638,0.164498752,2.462796053,0.1599124586
2025-08-03,jNyZsXZe,3.442184597,0.131086717,3.445388367,0.1352766195,3.704905611,0.1390476444,3.176259815,0.1358459842
2025-08-03,vyhksgUB,3.41638494,0.1774253948,3.539643431,0.1867950555,3.401844545,0.1836195823,3.307666845,0.1750839821
2025-08-03,f5BXmEH6,3.041315827,0.1419765695,3.08779172,0.1428392104,2.968191071,0.1480338712,3.067964691,0.1519960377
2025-08-03,UDzElXdm,2.891616562,0.1233121668,2.9033428,0.1224687427,2.839436322,0.1320322294,2.932070564,0.1330125535
2025-08-03,lI6fOOat,2.780531399,0.1592235168,2.829719489,0.1756816981,2.901250859,0.1727895697,2.610623848,0.1624999239
2025-08-03,KdojxrAR,2.470035648,0.1405144409,2.586821703,0.1422734206,2.441665079,0.1487014284,2.381620161,0.147618412
2025-08-10,jNyZsXZe,3.553694983,0.1351327922,3.564601087,0.1370878019,3.817172003,0.1426960791,3.279311859,0.1418378512
2025-08-10,vyhksgUB,3.28857182,0.1626423678,3.401506629,0.1683975946,3.272861213,0.1692454478,3.191347617,0.1645296047
2025-08-10,f5BXmEH6,2.990711167,0.1412740666,3.033624599,0.1405156934,2.918141654,0.1479461636,3.020367248,0.1522319502
2025-08-10,UDzElXdm,2.898984194,0.1221192202,2.909376708,0.1193690904,2.846909873,0.1311515408,2.940666001,0.1333307016
2025-08-10,lI6fOOat,2.782967745,0.1736648178,2.830058463,0.1884755185,2.903729931,0.1862098215,2.61511484,0.1769706263
2025-08-10,KdojxrAR,2.511187458,0.1409400657,2.629886155,0.1410941057,2.482322096,0.1491686757,2.421354124,0.1494170735
2025-08-17,jNyZsXZe,3.511500985,0.1216122858,3.520898918,0.1202838076,3.774550401,0.1296482366,3.239053634,0.1324246672
2025-08-17,vyhksgUB,3.168089504,0.133544647,3.273206224,0.1339642102,3.152476372,0.1414130504,3.078585916,0.1419845022
2025-08-17,UDzElXdm,2.935541972,0.1166379416,2.946458623,0.1123502597,2.883342166,0.1262099022,2.976825127,0.1293902482
2025-08-17,f5BXmEH6,2.865491586,0.1339369373,2.904288187,0.1313792766,2.794553783,0.1416262256,2.897632788,0.1463541289
2025-08-17,lI6fOOat,2.799826274,0.1873589383,2.845953364,0.2009651549,2.92007822,0.1990534843,2.633447238,0.1905826229
2025-08-17,KdojxrAR,2.518762155,0.145140815,2.637386895,0.1442761321,2.489786194,0.1531742054,2.429113377,0.1542747697
2025-08-24,jNyZsXZe,3.556443391,0.1339933957,3.568913089,0.1321472899,3.819479364,0.1412650907,3.280937722,0.1444963794
2025-08-24,vyhksgUB,3.404262654,0.1383668992,3.519356786,0.1376594427,3.388501125,0.1459357495,3.30493005,0.1475701751
2025-08-24,UDzElXdm,2.968020168,0.1360850189,2.980465291,0.1323601281,2.915113833,0.1443834815,3.008481379,0.1472093321
2025-08-24,f5BXmEH6,2.874665086,0.1505076657,2.914305857,0.1481220116,2.803321128,0.1574405663,2.906368274,0.161707982
2025-08-24,lI6fOOat,2.805914528,0.2003403933,2.855318754,0.2130274297,2.925960725,0.2113340374,2.636464106,0.2034074667
2025-08-24,KdojxrAR,2.532225587,0.150447268,2.652009586,0.1489959201,2.502706138,0.1582258008,2.441961036,0.1598239362
2025-08-31,jNyZsXZe,3.632852072,0.1277768115,3.647601201,0.1246106552,3.895867946,0.1352757962,3.35508707,0.1399271892
2025-08-31,vyhksgUB,3.411625229,0.1251898728,3.526629404,0.1222701594,3.39595559,0.1335221135,3.312290693,0.1371536357
2025-08-31,f5BXmEH6,3.035508904,0.1322251904,3.078319432,0.128088889,2.962583365,0.1405936052,3.065623915,0.1455725781
